,AP 1,AP 2,AP 3,AP 4
126,183.92134467550898,183.930440279015,183.99065345424037,184.08776898240194
127,181.68832621403337,181.76208087458338,181.92512240872634,182.0256068906474
128,187.90777106690132,188.01945128839247,188.10635312444356,188.02349782042847
129,182.9486797653216,183.15426272083698,183.13057577058635,183.35950666363033
130,184.67200629691538,184.80254230746107,184.82783734728605,184.83901038107115
131,183.0296343770024,183.01764377757843,183.2415368593206,183.10410272790705
132,190.26619420206382,190.0665526133712,190.25865468549796,190.37277995053955
133,185.2792522944402,185.30942358178788,185.2037828594623,185.52255932550224
134,180.49898635599126,180.5282477761607,180.59096915310465,180.7046466831348
135,183.512217319205,183.38950803628222,183.29312776951747,183.41340377200868
136,181.98779019564213,181.92977047784711,181.94360233160046,182.00005418511
137,183.42825353926042,183.53996113735684,183.5407937871189,183.5385437696791
138,180.62104072586217,180.55612526016466,180.51058623668223,180.60012700458356
139,183.2027714071788,183.2534360499675,183.2649271816813,183.298500644044
140,184.67200629691538,184.80254230746107,184.82783734728605,184.83901038107115
141,186.45910322014112,186.54144688823214,186.47906519110688,186.69276654914165
142,181.50070104888673,181.61551136430057,181.62413511038653,181.5354040606635
143,183.29134470103995,183.23555421186916,183.42778470697704,183.46999237598857
144,181.98779019564213,181.92977047784711,181.94360233160046,182.00005418511
145,183.08620151102082,183.16258117474285,183.1511301366204,183.33581044482935
146,185.41619691428141,185.37701243567074,185.73148021626707,185.59809016546797
147,187.53424090580057,187.50843213215683,187.47913482204785,187.65041630986798
148,187.89433237012423,187.9987031365248,188.04406038190086,188.2409518213367
149,180.52483598755362,180.77139835818002,180.79047796666464,180.65428291042417
150,183.27273620562062,183.22386805652252,183.41597501816022,183.32771613928753
151,181.49476583272346,181.54307196553373,181.59570706295358,181.5431573228825
152,187.36875891308952,187.24350190901987,187.41677056389995,187.3898316974146
153,181.31981346646364,181.46035492561066,181.48420605408387,181.41688351470566
154,180.48674787829756,180.5130573025789,180.4594942885335,180.58678768817526
155,184.8584749873343,185.08435575337876,185.09212299258252,185.09218768423807
156,180.62104072586217,180.55612526016466,180.51058623668223,180.60012700458356
157,184.07551534037688,184.09329496924533,184.08351338122475,184.28802799617506
158,182.05502788357018,182.1604804879628,182.28610122757186,182.15837681216772
159,182.6220485361004,182.67377292799642,182.73698566261396,182.8554823580739
160,180.83616093457596,180.9309878456047,180.881002439535,180.9170137060837
161,182.38500077331489,182.38660877553104,182.3989893739183,182.44846370804908
162,184.00948376067896,183.98687191606155,183.84291309709488,184.08832965110423
163,180.70292081823143,180.63408510781676,180.75328034138101,180.74521731098503
164,180.48674787829756,180.5130573025789,180.4594942885335,180.58678768817526
165,182.8512247277423,182.79645292793418,182.90567398380426,182.83870114039064
166,183.4195124995021,183.45136085298452,183.4695689795949,183.53605071496577
167,184.44909282810957,184.46897509590656,184.47037703114597,184.425159944004
168,181.09466061968004,180.9923610904201,181.04866098999628,181.25627862748797
169,184.7014967554594,184.76693922799348,184.83324667625834,184.97289394416703
170,182.46347554711477,182.45792606024145,182.54395148109165,182.51180185406383
171,184.2764132948569,184.1497474660199,184.42410364173043,184.31446274673226
172,185.3319900743141,185.21983185746046,185.29220557593885,185.3149075144447
173,185.2505789823898,185.43427621581316,185.48655326643166,185.5110620690307
174,183.91621214974091,184.15770468416906,184.04356783829166,184.15281965056647
175,182.05502788357018,182.1604804879628,182.28610122757186,182.15837681216772
176,184.17288352173236,184.1663041761999,184.29830979741178,184.20394509416064
177,183.14752356737705,183.27406074774046,183.1627045425446,183.317190772098
178,184.2657446024343,184.197443306399,184.18229820029433,184.162900737193
179,190.2154356002706,190.06077142326933,190.22587825771393,190.1424175210609
180,185.3857997805315,185.54956104426242,185.47185976844708,185.35830902837188
181,185.6711832183803,185.80028154759998,185.9336512153909,185.73732604255292
182,183.9462042772707,184.1882433824817,184.06096680673704,184.03998621261417
183,188.70210452114503,188.80302420050214,188.85026242835397,188.94558778688406
184,184.2657446024343,184.197443306399,184.18229820029433,184.162900737193
185,184.31440611007605,184.428045058591,184.50951202565534,184.6176779682737
186,180.63946023481566,180.74947749913758,180.71080222126943,180.8468742967234
187,182.91084635879068,183.26304756255752,183.12466338272566,183.17338130972303
188,192.67328524915666,192.81171588859115,192.957759950958,192.8970429789524
189,182.6269650496983,182.67756207336686,182.6363725788026,182.7729259852781
190,186.84184840795206,186.68486576065936,186.56858055469525,186.6321239605204
191,186.01458650988243,186.221121208804,185.84129729344068,185.97798699584655
192,180.5970457369713,180.74683433672112,180.6867975310729,180.8934937532017
193,179.842105414349,179.97969200179125,180.1607712370817,180.1099686083685
194,181.78781914685453,181.8467648381361,181.9298160963897,181.96540235959856
195,184.16827396493406,184.23429009639153,184.1407310327993,184.30250644691023
196,182.6269650496983,182.67756207336686,182.6363725788026,182.7729259852781
197,181.60565690403553,181.49769650079145,181.65646863396,181.67832449573507
198,185.08923959499,185.3184539065902,185.26207233207856,185.22489920919452
199,181.17909650410428,181.23021711747117,181.1381615674136,181.36113732857848
200,180.85742427116577,180.7577913236238,180.87217415283953,180.8249540925035
201,185.48332168631407,185.5465892526421,185.50390220926238,185.5137643684161
202,185.12298045644928,185.20012915415043,185.20291150943558,185.20817561258355
203,183.56587181571302,183.61262399214127,183.50344641446918,183.5148925485969
204,183.28577616141823,183.49425876768464,183.45173752057326,183.50780121335083
205,184.17280350639368,184.21437260901314,184.22694877496747,184.2215919515961
206,182.65787478800252,182.65459820648596,182.6604342525834,182.86195112420683
207,183.21097842158846,183.44443196006114,183.31904376927628,183.31617787734376
208,188.72246003140845,189.0279985331117,188.90288648534556,189.0830468252616
209,184.71860066691403,184.6072339662328,184.63185910162792,184.73892041627641
210,183.86546445855097,183.8428226247305,184.0627190469745,184.12938626367122
211,185.6711832183803,185.80028154759998,185.9336512153909,185.73732604255292
212,180.026980525539,179.881259010147,180.0581368795913,180.09565048827653
213,182.9467408467553,182.91541500239134,182.98101597125992,182.9519908871721
214,181.41243090780145,181.34070860814825,181.43861873852074,181.44393698960857
215,184.37504049716088,184.4153472332431,184.50536033734215,184.46573637538177
216,179.97860450740473,180.0153729778218,180.05236425966723,180.07350171784083
217,184.16321767141613,184.0424634365096,184.1297822719739,184.04096833290396
218,181.4563513828512,181.50434095257708,181.37023470532154,181.59854819899556
219,184.2954960618807,184.35776173462443,184.4438258653754,184.4833494055165
220,184.98591996517405,185.05366176102189,184.9053004161608,184.9773463816232
221,179.8002170748383,179.9601663346367,180.10320287316335,180.04875569939713
222,184.61936992467318,184.82421584870167,184.82457256779867,184.9413176653643
223,181.0950371865507,181.1638134469714,181.12968319511856,181.23874171785928
224,189.08307448692233,189.10247842732736,189.26866657492042,189.3011951073745
225,183.28577616141823,183.49425876768464,183.45173752057326,183.50780121335083
226,185.6711832183803,185.80028154759998,185.9336512153909,185.73732604255292
227,186.1416044062925,186.1838235668215,186.15616367527036,186.35100787370266
228,182.83785873123495,182.64055396769402,182.80241464155483,182.92382682084644
229,184.69885717873044,184.7860986619404,184.82206434035493,184.9189455866258
230,182.65804743023452,182.81682055723593,182.83956067104418,182.88886382798546
231,188.5155508512606,188.69697052506615,188.80058573909537,188.71836994511796
232,182.65787478800252,182.65459820648596,182.6604342525834,182.86195112420683
233,184.5608463483461,184.61984905366876,184.76597719637812,184.73894759930727
234,186.31550805941575,186.22698321862185,186.38998221328734,186.42294454542707
235,182.7441124371314,182.82633261240414,182.7083207297203,182.8266981871525
236,182.39748794724392,182.48439016526754,182.46507399964366,182.31531858289827
237,182.69644464277593,182.64443643798063,182.77210683975727,182.70443980296068
238,184.97313228559054,185.1011736022799,185.28624555893862,185.25862707669148
239,183.53799642237186,183.36908080122203,183.25193310200393,183.674056194689
240,186.66043042781968,186.75234017759715,187.01612477647927,186.8964618187033
241,183.60913557849574,183.8003776962754,183.79114883287707,183.90435830220258
242,182.88247639331814,182.89229018692254,182.95909136899945,183.04780524430134
243,184.65114388801257,184.52535817774458,184.80548270283657,184.61788566246605
244,182.65804743023452,182.81682055723593,182.83956067104418,182.88886382798546
245,183.9372429228656,183.8181500227371,184.01850234266158,183.79526004083573
246,183.28062905711576,183.3134733302369,183.2626227294395,183.2931302471634
247,181.75133280659293,181.83566260406008,181.83014851528173,181.91635639156812
248,183.8881176484594,183.92566716893646,183.9303478897466,184.1622048014674
249,183.76572371698623,183.83332727966433,183.68107869994424,183.68826607804976
250,183.41617654399,183.58904843718506,183.61520570896823,183.59287506471628
251,180.52662915841088,180.59923021790144,180.52276983101228,180.79651527964825
252,183.5671569064059,183.63981870936516,183.64447560605822,183.5165011145118
253,183.03755021419443,182.98375866724348,182.81571484103233,183.01267187008352
254,185.64680830129745,185.4848783915803,185.59968231653238,185.75878183704526
255,185.46686029323467,185.58837506687655,185.6488164166244,185.75607597517137
256,183.17469503418056,183.02430156146045,183.45141118168794,183.44868200962173
257,181.2331164543908,181.06866044188166,181.1416750355677,181.2187553971562
258,183.23407884587377,183.31271405079144,183.402055404174,183.5515212411492
259,179.87883996649614,179.8357803327675,179.97678746016368,180.07062139927757
260,182.12326776637724,182.10747529225102,182.2943774539649,182.3051373885437
261,182.38410551009352,182.1600946371658,182.43216482702542,182.37915422704282
262,185.85235257448917,185.7817862299264,185.88992688999383,186.0186108405842
263,182.70264534680538,182.8199368726423,182.8598307190059,182.87154957869507
264,184.36033539856868,184.29996018188194,184.43587943194666,184.3751147968601
265,181.15899138778525,181.1838598595233,181.36664934943747,181.14135726299128
266,185.4117483084069,185.5036114900936,185.58948167075755,185.5785300224943
267,183.96184785849056,183.89546131318593,183.9512287025559,184.1436627785124
268,185.82425460195034,185.77189667194455,185.89376187246103,185.98412881768263
269,181.92840804933735,181.83221418506628,182.05739318888004,182.07847840397199
270,181.6545011921764,181.85541285119655,181.7504520492546,181.68061475519335
271,180.53130720100367,180.5789618603178,180.5792583786765,180.60466262504087
272,187.16540193193188,187.42059076022497,187.3370470229761,187.34765972829337
273,184.61907188486936,184.7523384154316,184.82016646306874,184.85474721117953
274,183.8881176484594,183.92566716893646,183.9303478897466,184.1622048014674
275,184.65114388801257,184.52535817774458,184.80548270283657,184.61788566246605
276,183.23407884587377,183.31271405079144,183.402055404174,183.5515212411492
277,181.35906700477437,181.31244217313906,181.30525126028283,181.46103927181048
278,183.79630122250396,183.8956401561435,183.973264105746,184.10695754145672
279,189.36937953637516,189.36703813526344,189.44418086132941,189.43828228836082
280,182.70036753794355,182.72703337018402,182.77837017172465,182.83324440318847
281,186.69387973560046,186.56681467530575,186.78419522310082,186.79675115597183
282,181.5152635585572,181.5146469563806,181.4280321078611,181.58878822198267
283,183.93182971584403,183.893517223711,183.99800912599017,183.9576132334464
284,187.31305994222444,187.51270306716503,187.4760501162334,187.4989454241545
285,181.91166288085657,181.90748166509093,182.04331576320328,181.94861064800762
286,185.25291608951233,185.38754898484456,185.31523241440823,185.3056279197549
287,182.5587155163042,182.54820088418626,182.78088556980788,182.70090305996519
288,185.85833427758854,186.02951120544924,185.97119508886294,186.2022639745801
289,180.5315416281082,180.66319204850697,180.5245955100454,180.64311668139726
290,189.76367700047388,189.9346314711753,189.98426220440592,190.0880499586956
291,181.6545011921764,181.85541285119655,181.7504520492546,181.68061475519335
292,187.31305994222444,187.51270306716503,187.4760501162334,187.4989454241545
293,182.96206699833436,183.00443255456662,182.9159904419364,183.01868412332806
294,183.76911682646403,183.55167987188145,183.71113656708258,183.91306811224194
295,181.5152635585572,181.5146469563806,181.4280321078611,181.58878822198267
296,184.11808971413842,184.00025631926928,184.20284649208315,184.14151603171695
297,185.4117483084069,185.5036114900936,185.58948167075755,185.5785300224943
298,180.59609151474987,180.76731755184892,180.68873474588918,180.83061410452274
299,184.0713747243167,184.23423548169137,184.09655990634678,184.16647159118656
300,180.22552397172598,180.16115842992417,180.22042850771686,180.49548862636266
301,180.47731216528874,180.44996577704262,180.6908477057616,180.72132450213758
302,187.76591002374823,187.56189171764265,187.80678786442945,187.94743427798812
303,187.5139224337005,187.5961876663606,187.7308711477101,187.73963444968786
304,185.4132015119116,185.44896689391646,185.46348425828023,185.52004354363726
305,185.01495822571135,184.98487153804683,185.12799657147661,185.0045232709449
306,186.0804316388192,186.18865792094573,186.25768296403385,186.13446815371117
307,183.93765557977903,183.89390194289967,183.9700471562503,184.03330347949486
308,184.6274420834143,184.6826503209138,184.74743519548292,184.68935566772825
309,182.53495546405514,182.5841985173089,182.75393786327845,182.72598424735452
310,180.7131089356838,180.6215279063706,180.70469982283316,180.82507699112966
