gen0,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24
238426.35989943668,398811.483539129,272700.9983051226,238464.73229560774,249293.10698421253,56379.51477438012,175513.92775200395,144256.4159979236,289935.9019089852,500000.0,105691.89270005736,72598.16981375928,120253.00637678354,997660.1172290562,652668.8289062303,165022.80569963265,82565.41368473499,83497.3882386843,812701.0821105258,54495.71296901189,831818.4818715571,70074.61519395982,76948.80117494077,68242.22197810562,52286.837741098054
460135.7103027201,1024873.1182593105,956513.1665595967,316207.77277893363,405178.1621108987,154708.87076161482,586529.0802667968,178586.07218002543,202592.95830917044,56699.99840241323,136719.54983113174,826111.3791212138,137552.5951930942,635759.1534998382,146490.58077234222,187591.79990686884,101253.7653060322,89615.68442656941,241227.5907441372,709432.0250309936,83893.68221905407,76113.6575339653,292949.0901235095,67009.79132974563,261502.34367259062
576347.049444152,315052.60807761096,170515.62559939097,173747.79795868698,160538.0435298588,155128.13466081864,212528.9032238734,161499.72567251124,167988.38002624424,130763.48857334624,166289.62325436732,162733.62752515552,87639.82016279717,262077.66444306198,185177.46555251174,209249.23031545282,150913.2295684784,44405.55637133277,77055.14941478774,89636.43805809974,84256.50807733461,53742.73341706193,67196.00260972494,66087.3546977623,99357.80932670418
299342.8694549169,187692.04918736668,299980.9772450557,396830.87992494105,285066.339868551,239750.29661817238,256797.1686444331,223425.35836787533,172163.90586255002,136089.58113492338,117777.81769571743,53363.988995341955,154986.53732292796,143432.46517217375,770491.1075928682,101450.63517738754,103891.80315469892,82038.6179733714,707037.4427734893,71172.27330828327,90171.98296687908,98908.2209903333,666061.6229017158,76498.98974883046,67720.28078592547
482796.3360217288,739198.277065502,447061.2381087707,224203.87639633977,192124.87744174656,161062.8737213058,248242.93346421805,177342.97758690058,262024.61190393253,72027.01395350651,62012.011358291726,829090.9076074795,167018.3902401887,127566.36540080406,424976.09849615884,40371.377785450204,147581.22539425446,98507.65335995515,69677.95985280756,83488.31553048614,97148.14162240707,49113.216132702146,515480.7167002748,59372.8722899801,64849.68291835874
689042.8455341468,238426.35989943668,246350.88130544397,243069.33364905848,185101.7296974032,283879.5390462431,252421.1072616151,202029.54366899992,133520.13762250572,213087.35526073378,118393.87031718969,150975.38190214674,130099.0840768034,216077.02983719818,667475.2191952374,127619.93772698214,89151.62164566596,92985.6758319078,39643.48523689178,70726.52763969099,79763.28716318251,39399.56153479658,74350.12893082373,765100.2937588127,42494.334670123906
297286.0203869986,101664.01954375065,234988.5299056421,241265.81594116898,182754.03551666992,500000.0,146572.4181254747,174759.12770665344,161289.56852659452,661730.8054155831,232485.02496763074,413316.43167485157,171948.17389800202,96424.25069498447,175727.87742881535,234293.61672358736,160216.6007762201,57430.30381595642,624675.7387489513,75804.39545672525,283648.76846421324,72332.38241892395,83444.97943458518,100585.7225728039,53793.99154627707
314081.3363549729,482563.63864669675,231878.91760107572,235505.97387087566,253458.18616425863,107656.28818079294,266362.51170423144,250521.22977657255,169443.07293422005,160037.0117089334,78956.246742867,314229.38185530744,231764.31630655198,87777.18148113517,156748.14868075273,207985.67731058196,77842.85410184562,79202.94007963763,85242.02871731867,80186.61504829419,59129.65630911107,78608.21821841713,41466.713147320705,787117.8873895238,68543.72279314522
480289.3018845001,182384.00497161143,248721.21815689502,316362.45626626984,248651.44040228965,137431.86699544764,230221.47590789857,77131.66610441584,206957.6520111084,142158.54598910882,144971.34848718072,262340.6411361204,256196.7390372869,393385.4676476065,146750.31952692757,121521.91484007615,173442.9815616716,70589.09660050829,82826.79256600603,77919.34870821294,77673.86516363107,73309.60681185697,59825.34201416989,48392.36080344679,69560.71935405635
617663.5020628113,323084.4463481129,366220.86444054515,270646.12906561536,296207.5093303711,288456.44988520007,161514.7156067675,182252.6762333755,1121945.2766263615,177278.0692077108,157981.4384710457,177259.4764339612,500000.0,1000100.1204551349,161330.87938012058,136825.38128732445,56776.34691638511,64766.395011550594,65614.45624963778,668641.7449126029,716205.5358311017,92254.52475168227,80685.3315599142,30157.005094614757,72549.49024576273
616681.8380953961,444753.8668784655,281255.23403838376,234999.08234064706,248966.4032648335,316446.67968822754,100707.11544430496,101074.24708614375,327114.30129204824,155410.6045651973,132936.65244301522,114925.3278146894,141963.62610541622,163252.23945298503,250577.81386549835,82565.41368473499,179443.35044434844,93878.20731235544,35496.34076159577,68874.44921704021,75042.2638089162,63668.12570956746,69530.61415063405,78269.43018425173,103862.49708973081
757052.7463327039,500000.0,340202.96939194103,290063.4999239874,390601.79422439955,252892.1359747814,889727.4855832703,156385.65606748112,197175.61413701472,401528.7950314428,453745.81082208897,191433.83172098215,186853.6135537469,161552.92646139924,63282.25914860061,1014322.9699085723,85643.40288212015,68712.0750873473,210996.47924274957,51674.051587387454,87043.7665023622,42768.42348548157,410982.8427264281,51819.195785497126,83858.92151938172
473256.92413353716,158528.86056278576,278836.9360161848,132424.1970054505,419062.005700265,233397.38311485972,317993.4789205437,133145.9194995977,175965.6978400147,145297.8157405224,198150.42844615993,186230.03539766173,232916.3040668277,158116.54587929015,165387.3386647303,688691.6308508683,156916.02974655974,97128.22278031614,77783.44483038425,883432.3293370574,81604.22820179588,69300.93653236213,77424.32514177961,500000.0,255183.86249348996
400808.6003445622,542041.3553609021,279887.32099331974,302673.857375149,238145.45384735818,248319.2759560353,96706.35827682035,274770.42330444534,157436.94091445065,163622.45810267242,421112.814099477,117261.71323516042,159134.13488201392,750201.1272447001,96179.30639036314,179136.9279920293,125513.78916408631,90290.22011982006,53690.38002468854,45490.76942534314,70772.7268201953,70947.94576722174,89161.47234301732,73159.0033044683,42562.7569678123
76134.25593382503,405768.7215161708,267213.8479743338,300554.7146625953,249036.7187934693,239823.91789668443,179748.66301767988,164499.39595882842,157381.4000667312,206957.6520111084,406056.033289158,157419.95281100718,276406.2024351158,510043.8878524159,117707.29716866442,76175.14617144954,109190.44989560863,87043.7665023622,100705.38835102694,67242.6400426201,84829.2160795478,79495.85146358336,87152.81543451326,87425.41844364957,51811.19799388847
285865.8915043733,281356.43987053307,238635.39071346621,254953.1963513532,249417.0627505997,632545.8885387604,177342.97758690058,563155.1369082595,184931.53145082438,132495.6860106246,185998.60926877713,230964.25624891795,141033.22850737858,90405.75080474695,172359.71047813626,383378.62558128935,92093.76872141557,89617.00513077065,83078.81059587498,56893.596162468806,30637.50815915141,97342.84960643621,40573.289849291585,58527.63488797597,90383.75356977465
455624.2279948253,334412.21904342383,238904.07497733305,214457.6799136825,238425.11887844745,131853.90273846226,219016.94893024984,239626.90456242883,108162.10723509389,167225.2634071471,164773.182223234,416991.7155594698,154467.03262467173,122215.87817021846,234292.0404361463,780758.7187907732,101414.18972854875,88985.61961753244,60627.025143616396,94962.70310625248,81200.53728627993,261493.1815586008,41952.973261289575,39617.240807919196,831270.1810075325
669761.4679979428,612889.6115332597,603318.107464121,448247.9263349769,250629.36175836556,246750.45800471224,267170.5231832361,127231.29537841685,229963.93153519783,169358.3975654348,72598.16981375928,691446.2725284859,215264.3414595073,70143.21876266674,75189.05268120072,95899.19880787336,709644.7668844252,35496.34076159577,528139.0403444591,85654.71518223303,987697.1771187338,56827.768943256684,73753.77846501919,41466.713147320705,39872.82800767987
291797.8131030594,321957.068809203,270187.27768162347,425487.79634933965,189494.77474860864,267999.04465139285,160458.4419241829,159478.62340454716,501302.9088200683,123372.70894250096,135432.3403651735,168017.3788774505,227951.2557796032,521222.2196694996,171439.6016643695,88300.90993008326,232996.4237527405,69397.99460589571,55098.764177067635,95736.25431951255,100348.90120789793,87776.80117220314,77388.03239071302,43607.371655150375,68264.19396546435
