gen0,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24
314449.6535590956,309955.9776755805,343887.9846297862,238635.39071346621,197993.1590870274,216616.82589214947,249130.8422580015,59789.93573250517,658723.3991717628,170757.80327709316,213898.60176210254,155377.12892924628,1043318.5333794991,216550.77666474512,107833.05917283027,181534.7643147814,1087173.433259839,49408.65269074423,82880.12345279662,72038.24222276479,49346.50498489845,80624.95392730889,70903.70277304764,55004.18532371749,60456.64643561169
482563.63864669675,394487.86056790024,246178.10513548704,268500.01625728706,235882.09810728664,252290.626033312,191947.37391181942,249248.33151741937,204720.87362918322,154237.9059412569,185019.94168808655,401217.1040557684,205911.16958745715,237553.67126158046,159582.18476120668,172359.71047813626,349133.28672065923,76427.94555449691,77038.7495695202,1074730.7835606828,69032.6869699898,42566.59036303275,65866.38404003804,76637.60547221702,67421.0512379316
315198.424012708,318564.3618946863,384022.2935524895,279409.9878886767,500000.0,192124.87744174656,265953.1971331654,172859.03481706005,178106.27487971968,176852.43207480165,149273.65946138883,146490.58077234222,1007890.408208895,104052.22704531418,142010.80053395685,101962.22597429628,111202.52742030242,68336.71881029474,87796.83491482079,96480.88996644231,49857.274156774074,473522.7443168639,83496.45663727916,94073.86435166314,43630.70576440888
1092192.4765119439,381401.8448077305,304268.0653597852,152269.28524216215,225444.33769369283,169388.65415243787,55157.709911701764,165111.84572239098,69696.89220946221,1243688.9554300904,198623.79523886694,153403.09597722616,244783.53329909476,154262.05436532508,41150.66523554253,102631.24814347143,151777.47407249798,103059.91956281448,108254.29017630329,45034.28228440819,80787.45598686486,73604.65999457013,84204.71953716029,223695.26963788865,47487.95808887512
1162487.773484705,231962.5483667829,381401.8448077305,277792.04324242094,337579.88901662274,500000.0,238023.2641726437,222511.8004458685,202055.859860816,501718.96168340114,174500.83664246622,500000.0,230293.9457321675,182872.59103974327,187889.97658274707,138751.5943296848,159425.13731854683,111202.52742030242,97746.85578507863,83187.12244827786,71428.13948474317,71661.24532884557,59314.8854164449,77265.72273903029,71495.74621691003
280953.9470980094,246178.10513548704,292705.9623322035,233549.2973338191,258424.93297618686,254953.08376388074,859329.7232927522,598091.59818444,253235.08779971677,202274.21343911137,142104.90593636356,668183.9060610428,92114.33294164689,156491.89905646673,109746.9656808094,81262.6181466806,147550.18542547815,79087.55553676578,90645.46602596794,93156.21990404744,67009.79132974563,63515.04499635594,68835.45691085966,75607.36924965386,71476.1145787522
1028546.7874253683,353617.1844024418,213812.01468229917,260295.0446504434,316078.3428836565,285564.2896599376,216694.7505848325,197667.79328220958,242572.61001279159,274229.3511408741,917079.194579006,138174.22519803589,500000.0,158199.4135447254,86910.83974334395,688682.1474201251,68336.71881029474,176873.3420349651,72998.66589221594,84850.6023757798,79148.28918639672,76063.2521481386,59784.64547518973,82202.71783758595,37905.701757399875
179846.64785375044,339175.75767213537,293629.69075225526,252822.88079910085,243069.33364905848,169955.50197741936,119120.61986946357,734890.8955298064,173557.1918689941,259537.54416710854,106948.47961920282,138081.9546588333,231604.38403287812,121278.87244240202,1155248.9927628117,190602.49505036257,69134.39940014179,86598.64823475575,93142.27960355155,47043.99994824149,656289.8474990572,58475.59170646734,57589.91759000273,91184.67232110663,86497.54197199969
343078.2458424101,290428.46435267257,316246.03892233147,286830.05233622924,61536.94211598608,155268.2146108792,221325.7756281186,214642.58317479258,135432.3403651735,158444.78243445483,181453.1328995594,97352.50584504436,144655.86622733687,166345.68602197166,822364.3940230878,107833.05917283027,105278.97047898328,73827.66706421375,76811.17869900994,38999.7337449761,77895.66253991812,266362.0782603787,78505.01149803471,232546.50785644745,66811.49851913897
260833.22756721324,416098.0542354546,453981.0725779451,240663.94592944646,175513.92775200395,189494.77474860864,207415.1400689007,343983.07122675015,159019.17718533444,170937.0283325833,132931.07301362572,121618.28224571893,233460.386810232,266922.88494601316,184345.78162500967,165210.1936584129,82269.0877197839,65564.31393448784,33085.53525133393,71439.44150951899,68534.561790877,75888.45212637399,57775.77715147513,829464.9345613038,42605.28098792865
424565.3757002447,379941.1130279199,468574.8093094436,228690.4447094435,154122.99741770615,133237.73924922803,384050.0829677035,265581.11641229916,64132.96437415565,163702.01048294405,117753.25534555317,114161.41580386125,205387.94949092623,121579.35362780766,125532.66287304637,72109.26920027004,100813.06444406859,237377.05975135067,69032.6869699898,70720.36023675118,96097.17185061294,77895.66253991812,996299.9445435624,51712.916082204494,341711.31468074647
211609.11448152445,417065.58954284043,216454.22209276253,224817.57214740175,118573.81899211142,154122.99741770615,1027549.8429782507,247237.28618845524,203000.21515565267,174465.18701188592,515605.35412355687,85554.0619916473,118682.3583528726,216077.02983719818,177022.5571411882,93925.08791612575,397378.2505849443,84700.59683761964,73383.36890948302,91478.3608686805,68874.44921704021,53142.99192315289,82281.40429534702,72777.97155040612,55192.107771520685
234785.76750570408,170886.8254052117,276463.342787544,232418.14443812403,256340.75716791535,178687.99997546422,157351.20999350373,432559.23548088595,259876.5064340565,173038.6895919887,120911.62139077691,122439.99857611588,254829.29656184808,151425.85707155595,100813.06444406859,196184.246031743,105042.56056456364,57970.25445734825,177932.19621254518,79815.36248385804,55201.18184773709,76613.77359814357,58391.0372790415,42562.7569678123,73159.0033044683
290181.4616546785,166892.3052867069,293069.31713082595,221870.18839512614,807773.5910168554,214024.57089813083,230664.57627517267,501302.9088200683,190862.62952634753,188203.723638268,163898.298560588,162100.20925146027,100666.54864162048,123087.94555359196,162463.91931732927,731121.6222541429,152423.4764452026,223920.50345687784,147702.24932449337,90203.45596338296,90717.66025624615,56437.278558594124,51623.193160343566,1066548.885539718,43843.377462101234
604279.2003126001,268184.4036258551,302673.857375149,163098.49568346282,214024.57089813083,290810.02932965825,598091.59818444,149242.237193311,167945.63558734645,500000.0,178682.02487743474,189094.8557279509,73629.10141796386,149639.98558329468,744049.7379569061,175151.2677296886,381273.9711104092,402186.87260698073,86790.76916364668,260772.80526219934,343629.7397767101,78708.28861661926,56536.48740258803,69869.34572622234,72789.73623686396
528180.3389483991,299102.53052181716,273224.32247535576,256965.8316541717,171814.1974540064,208386.2332508614,309423.100602586,249615.2055990143,527966.8122212284,991683.6117994789,193421.72834868293,142696.13088068966,71321.22727758047,200141.2308169037,145940.70467942988,184110.29532780577,77672.9112061652,692611.6308379979,88775.91322520902,91462.59896115889,67881.74736255784,81299.37670511339,57843.552249001616,103502.26460365139,53675.0193197134
386280.4798158342,243241.5529259967,377627.6924329698,430752.8000255022,323880.3840404686,236477.00601807373,265581.11641229916,500000.0,120780.38155806315,233020.3449691464,1254984.6624808018,246080.9232719382,106935.09166379466,681013.5663958528,126305.89901880735,211797.79705077832,178298.92831989308,150231.04625719268,95580.61435998407,71780.22494368315,885597.559380887,99356.65762638536,69570.5623873543,68705.54119311037,99647.39599522867
518707.1324628602,122177.41297937345,257187.37935974443,282684.40698811837,303731.935212984,140127.04063552566,249106.11403822977,146902.89566114778,105166.33848821587,235391.20596436257,440279.54559313104,75705.08468015696,338130.39448070957,698126.2080447138,161461.53544325507,128517.84560284474,98899.51515772428,79841.24616078835,77293.6741159083,78255.0537138709,625835.6515837898,79494.14027952889,43607.371655150375,67626.72984507967,259610.54133021855
372204.62274406856,317004.9475985692,500000.0,193585.82505758828,85162.4346217178,423289.1816186853,137344.47542450507,215790.1452620064,233020.3449691464,136288.44388258897,199705.66790660616,539425.4793734018,216077.02983719818,71567.70626715274,95112.4456563676,46822.52577021037,86771.40684768888,78703.93797027747,87800.42585319508,170272.9090935946,89862.43252640577,73958.32954936406,68138.68592375083,864462.2600668586,56552.3206671409
698930.55879933,295060.88712649676,422515.6571945546,403318.6988139722,213198.5369743765,707262.6658808094,224639.63205790432,135289.30783430807,162799.2769376741,198225.66945752417,531368.3693875029,941749.2478056317,713626.6581324505,98676.35909517705,176283.87556365656,71895.42983505031,140202.3810953508,58057.1365049033,69939.20759588675,57723.773002224094,76072.20654884944,111628.65846095595,80765.4670985011,72777.97155040612,49077.27170829576
290032.426017923,348625.03095033026,348824.7350116397,277791.6812608272,294854.99769579613,237641.74673450063,285426.52401860047,231759.10916417732,148643.0024659383,1276255.4055881996,192500.39125280856,149795.84081523577,144099.30304167647,148277.5293740789,43074.15276304444,159582.18476120668,126904.91301808304,78082.84040133683,333468.8841552117,78264.73683895226,76294.25191287416,65546.04853552514,61642.19010153785,76091.55882670244,96331.77368375448
584332.7815444849,319492.4464241866,531283.5228653383,225260.6005546561,500000.0,251327.37931956738,500000.0,108901.0998238753,179015.53841613207,274087.8774185066,257392.47829950738,62391.29801935535,164943.47709427218,233460.386810232,211687.63520992952,92093.76872141557,189774.72302174065,116306.53847740131,57970.25445734825,89643.13015615751,68234.8697218611,67991.72233968848,91203.3606530487,86892.66180145573,40158.9027434928
500000.0,412134.5221034969,315259.5109409231,339978.7449205008,235078.2669905216,246332.4901790223,207933.4026548598,1005199.7950864068,160385.44153572776,153513.8752519648,157499.00344151378,900051.2348319723,156146.47472685663,157888.82839596918,216336.12023008266,99761.5755622899,161089.57973531447,90001.98888291491,77038.7495695202,659845.1361826512,77006.37905221008,79302.09897613603,67096.88513340635,77895.66253991812,78575.80994867084
415811.5328635885,317556.5946333544,479496.9824065601,352449.4409615823,257741.9130272933,237921.56954471848,61133.20789714804,162941.5944177694,142158.54598910882,78095.47074080806,191101.45993267107,180900.97919178518,186324.5869617437,176063.95459457702,92702.5284677757,100813.06444406859,83497.3882386843,52447.30979547283,35496.34076159577,79720.02769496976,71275.86192022779,75937.22257708691,59055.770126248826,80253.8553144109,74015.63787438856
348625.03095033026,313099.10758266016,189739.46853884618,164302.50592366097,312250.8443085938,141962.86961305962,187318.1043569591,202694.76300290297,203916.445888945,782857.2969529948,500000.0,137866.6401592896,188840.46428429688,162223.5272994729,139075.02566355054,255931.31856006713,78703.93797027747,85049.07357616107,79177.2195889753,59985.04531660334,72425.18178421073,72015.54012313134,91305.7382256509,71098.11971964105,73159.0033044683
308928.6146685527,148705.73793303524,275282.73457185976,338324.4566934862,500000.0,140127.04063552566,242682.21691578836,123979.21899702925,172859.03481706005,196546.53774765754,63485.9784453772,159365.22819366888,40643.88618759317,127658.2156535086,208308.6541930535,805592.6294003861,122676.86279269349,74290.2221283399,76316.71073397396,103678.47992087406,66626.22019850055,71224.47915517856,391749.1113301961,80971.67897360866,42562.7569678123
910929.0459840946,468451.64517573244,274201.5072470143,241130.13924766867,261772.09425644277,214457.6799136825,65991.80953241234,173245.68125560263,159340.05439412946,106331.87082063149,115372.11992791184,782221.7683279014,169987.7555042544,186230.03539766173,96424.25069498447,98724.42942799511,65742.05596646875,101253.7653060322,48594.919151508686,195629.13244678942,64029.46690840089,59055.770126248826,170014.65649940592,41154.75271379114,46419.96108384125
255400.23985239823,284112.39201032073,277203.02413728053,584764.3430028439,137431.86699544764,60038.02676131242,222651.34210223582,135505.53335723904,145713.243253882,132788.5151871264,155202.0846531398,155327.07732811547,711831.4574221532,90405.75080474695,135205.271513175,122981.61385617708,58108.40275092784,142074.15841292622,70720.36023675118,40555.19346561568,70226.01801350823,71762.8730269436,80396.97804564514,55645.292739698474,54944.57692416595
472356.5040782935,382337.70509287895,170886.8254052117,61784.51359052962,323013.4119638138,285096.93886894314,161062.8737213058,515267.96892911854,136563.06318294254,135432.3403651735,117699.04015529773,196727.86287724753,292812.31630319793,775008.5048784115,91034.33308504777,132398.98771742248,81481.17960590406,83497.3882386843,105027.55780482778,56897.99794699374,77433.73988784154,84813.89819553775,80227.94354842168,306814.6759338941,75179.0495171658
322001.5798458343,494953.0718202655,389194.4570902018,61054.57543368357,709600.2978267751,280235.1135159415,247144.286737176,468253.6593545622,154586.70066025475,125682.0306151285,130763.48857334624,108419.32924464685,697043.9888172897,48914.71662518835,123305.79788300538,76172.09436978932,127023.2109528597,91706.69616636775,44405.55637133277,1040634.274023087,906930.5370461482,65574.11567250322,65866.38404003804,71889.10443632015,58582.50292123176
408904.74400917604,225952.85658527797,383239.6873278072,289758.57281006104,214457.6799136825,291217.879826408,133237.73924922803,61684.546116040365,302792.0029101105,547369.3429075148,235191.92236048257,102783.4570982048,151212.98960998587,646012.2639547107,69606.52836235295,83976.43347165597,264794.3698426152,52839.668744862174,43260.98255923278,60796.83219846833,87302.05604052734,38417.269221874085,68930.02672746858,204049.15910560804,55615.706502113106
741471.9064696657,349709.99532372295,237363.6366388345,246350.88130544397,281853.27616732125,161677.70319338364,179180.96451423265,787643.0230154851,43990.72085565477,233420.0180144216,675074.9100697482,477542.072115174,158907.01503473026,152060.39707186166,32238.20125160205,138537.10192041,161442.55472350374,89230.62973650644,91492.26812359883,95576.85382535495,60375.812597513526,63103.88611220411,60433.91732297827,683207.3271780098,51817.38114587245
619416.0858857408,348625.03095033026,288763.0453785089,295647.9806423761,236003.90655722047,234732.1062260981,86975.06576915557,232399.98364102675,78385.73756488183,232254.55012977525,152203.512937453,423303.089050457,869631.2893206779,308455.3970009926,179954.0100874165,92518.7970647912,83877.3137871488,128923.3235227905,80192.55094551292,939207.4146080503,96314.90047744077,54078.01509580722,59545.661011021235,70322.66606547794,48857.959409300296
467914.1581668657,156481.22040911057,253246.05305103055,254441.66791510634,174257.4797831971,115661.4886811776,226416.92793798188,225117.49851698632,957645.1306646566,161851.90873725322,181949.7241933518,500000.0,936528.319588622,157470.21729544376,152776.5357512557,188834.1397722612,81422.14618230563,54062.06907036093,85435.05285011744,259841.04018470948,69967.94577278417,500000.0,1155807.694558421,72812.20985149755,68783.40052608703
335683.18188657484,230320.70644656604,224817.57214740175,248651.44040228965,296265.215648544,256638.89485945858,227094.7519857656,174366.9880543957,193717.9463804122,236906.11302006448,156327.0247108041,1351719.4295340937,497611.15100751445,134450.0431275216,173976.51725133625,126815.2053031116,282496.4628388496,122965.74926667043,106184.01264950578,78982.62347366771,57970.25445734825,70927.89086528962,94668.74439544832,76424.75223202675,77733.47906684293
369353.2942320447,321635.6970239877,165372.88583775144,337250.3166768699,692863.178160233,415498.9859143456,476053.44668946776,231794.03872527037,183664.0859811715,148467.27230231726,69696.89220946221,132660.4002189451,213516.10544827988,81426.97891924783,166533.78690817434,81426.97891924783,691101.8946564437,76427.94555449691,68246.50877424193,500000.0,91361.56921292805,814864.3958352305,78539.80371709132,57408.042127587905,314557.2823406988
728033.8624806606,294141.79560509627,237938.1660609108,260050.58397314989,237380.7588983313,238974.2378265923,210926.79964500607,102942.06031115438,76206.5310536086,212444.0455226208,1017505.1095731733,226141.5718231152,77255.14528841527,456758.8967888735,151937.25726928908,95448.20782126817,82398.61954434964,96629.41484090015,665076.3236858133,500000.0,68859.14486974827,40573.289849291585,68617.99402183558,59234.510449117144,65426.69950055894
500000.0,667423.787685457,327002.3762997296,189586.37825525447,246977.56677896887,188448.78636849404,60038.02676131242,233020.3449691464,224325.5090637951,159858.25213004078,214197.54987477575,135527.7766487709,102589.10698533541,163956.88768506018,95899.19880787336,78767.78579597808,84201.2576232742,89807.77592420386,45109.18736169305,756602.7168702633,115392.8925190347,69525.28350772314,1153396.996683442,68930.02672746858,69184.7951895496
330789.2323416504,348032.1797541217,256670.29790738205,215638.44362693583,308360.4308718407,249293.10698421253,500000.0,174010.92854097582,261153.07599867767,69696.89220946221,143941.7021277453,251474.48100398039,193635.1152666636,177494.27315850335,230296.16344630066,52138.68072513696,79093.92115846984,86400.21002352414,78112.53398093487,76511.06053946854,51169.750254959254,57625.28901660898,83572.35298053783,77544.58350957668,83838.24899936464
370476.7607343637,336195.88824615075,157687.4568058587,210344.29059018652,261052.36814896594,225262.71064103034,215115.04040189803,139809.5255270782,64602.48176313003,175501.96122971008,195224.78297652444,476000.3643968092,179323.34531258928,255662.45281578013,607988.053797281,170487.12180672045,133714.8304049714,61929.600258062244,72779.9308475961,110544.64103377075,92823.32467762087,52682.120338121924,48730.968750112996,56552.3206671409,74621.38613212663
355896.0759017245,426753.54736941354,252342.25294961937,381711.18138335785,329941.8327059148,248811.10499161875,285409.2476370323,157351.20999350373,175306.1841514958,114886.37253163994,125878.23571981155,100197.13068818298,163252.23945298503,124192.04099079451,188833.17475193716,162127.37866054924,269900.39387521235,112664.81275646805,500000.0,69032.6869699898,54407.127117078795,60486.69913163575,71661.24532884557,49016.072797412504,47080.045788413176
450694.7506260645,151004.45488652855,393408.7380877831,315226.1570306015,960473.7282250347,247444.50751846994,259687.331969883,136611.3808010026,140973.02161024167,167196.66043902928,161541.36146302364,263481.1623614485,174604.70087507105,164943.47709427218,590735.8753287913,142074.15841292622,105669.90601278671,107566.42795639392,841302.6573070078,91361.56921292805,79109.62787087845,58301.20794450898,57983.46193759874,100737.65198553485,70782.47571555375
500000.0,336446.4926557742,281018.09477082477,385576.7182870407,224796.90253474886,283202.804558033,325629.0478547944,167601.8605626279,747950.0735664886,1191344.5620270544,162808.75928561273,259919.73101847817,113991.21955577961,100340.03826180202,190913.96212837944,80480.23625570838,199562.86912760898,89886.24598389225,74191.56711399369,71853.86665015572,73439.7661185509,60462.8296073496,77895.66253991812,76126.82822580822,41608.77958498076
437350.02594754635,494719.27512252843,247113.555719243,302193.3815748257,625349.0553574783,209083.0789534413,430523.0560920746,129560.93969707044,221574.9502859527,136563.06318294254,691916.7231455022,90201.9104007644,84864.76338526286,149954.75013382005,211129.89987179075,224558.3015344628,74524.97535102905,93137.66013233009,72038.24222276479,87606.23159639935,81952.22754357017,329336.98301881336,72777.97155040612,81954.1035360599,82477.7623201396
339301.7079438675,221027.76058668032,370651.9042277825,270187.27768162347,235613.0816167118,275479.10270639835,172879.33581556007,242261.89404531443,198225.66945752417,115003.25848279969,136611.3808010026,277549.3107335255,216550.77666474512,120708.60085553386,121521.91484007615,45870.63531183791,88372.01636814013,46739.40343085684,79170.5928507137,80823.99339804212,33066.20308006363,71422.46893504498,73222.3098226683,109905.17832380098,43511.29154073197
148705.73793303524,213812.01468229917,253767.2937247235,425135.4547731806,263609.3441234544,236429.56408119877,238935.710651761,234512.6377270926,221832.17627112876,174745.3660663801,438424.9639060593,177869.36560493117,703574.2157180349,168624.66092450265,644225.8589246005,92176.41762519369,67724.53126646395,58428.39476038677,90508.79325550958,110966.80896326534,59154.43607753255,58564.887184564504,77248.96751084588,343549.79448008945,52941.8852465205
93357.47234288813,299830.01913868776,500000.0,86413.18528178416,381482.23583027255,278640.2428307473,248048.74972855477,250984.59790748765,244964.26743305137,212298.7285656407,115198.78244626365,155678.91315897595,367313.9925606879,153683.8922581778,125378.59411239735,89795.26687415282,95753.48711012091,313247.42390092957,120282.02678131325,76316.71073397396,73915.75079733963,71687.3480389754,108008.02725566045,67701.52762762613,79019.60305923413
236594.18971296225,235019.45263097805,316207.77277893363,290786.34208453295,373968.9172391324,252083.26580687574,257655.17885360995,191410.03390112225,92780.89902481205,111639.78448010108,126475.31546173693,116807.04821493315,467992.94489218394,92762.55669444619,123286.03654816494,109190.44989560863,88024.85323104012,220013.36538517062,92060.19483003393,72276.7135925323,67201.55106289267,72355.27616273548,52129.331179106564,75154.19344992444,71399.37639264314
563954.7311961596,260833.22756721324,517445.17026732076,338374.66488568165,257739.42344653586,262491.3643394746,200473.9942355516,160385.44153572776,156252.1998555869,308718.42904277117,81774.52266150404,104513.36768233073,62391.29801935535,93085.30142757129,114280.02313731477,187889.97658274707,146931.21782901874,1004844.2410889769,83517.57983933549,78777.3791193438,40555.19346561568,82802.1760043436,70555.71036432145,55655.57339094847,82015.09740846678
500000.0,290181.4616546785,500000.0,668305.0112916832,140127.04063552566,152299.03102570833,159908.65846519347,665897.579763978,164928.88971947256,282333.3743737909,175210.33790305007,61500.6511487473,163897.2520865638,89165.01936108316,158495.75010363167,128508.98301019409,197992.79989402424,129002.41581793054,45554.1231263637,71450.44828520928,81793.1821934173,77259.11904116212,75607.36924965386,38945.59395346747,680834.8075502547
364733.7913102574,395351.31824562023,294016.0529133193,173929.2596717055,268581.1693874416,284069.9640540639,155563.3365184933,165122.65543913541,232043.39852187457,1007072.1424485195,154824.43682582866,113806.73161771502,127706.61591985667,231424.2856685897,223852.19385142426,85248.93826596376,72663.26095376498,141419.31739916018,914299.6654922588,59154.43607753255,83695.02426421079,63608.77472385553,673377.8216924317,73777.01607751132,279767.84705291485
352225.5192057502,287387.45158091217,370062.5518346984,368910.96583491366,242020.390122082,247144.286737176,57018.30443048815,86975.06576915557,112259.36584268414,184941.93844512152,108380.15127239135,58604.7323276666,69620.70641249242,146645.7317008535,164081.34427966038,152776.5357512557,87593.69977641593,639938.5747316338,95842.6376072185,41564.39298538436,53796.44259043595,56299.49803188145,65812.04416880062,77679.00513188477,85150.92744250021
1296602.7818188786,399814.86868864356,362849.0254936146,268500.01625728706,227460.77888715398,147422.08133524278,246220.872174963,244646.1609350429,187932.9620389769,177340.58175758878,124704.91379626028,130099.0840768034,61500.6511487473,169615.18022026186,218040.772351239,172656.44820621354,76427.94555449691,48594.919151508686,100868.41822505248,79177.2195889753,81793.1821934173,330400.0685746358,88154.55471979987,83444.97943458518,68864.73902184046
352331.3962696929,294310.02545656875,297635.8493137731,144569.020398743,65364.63861832477,234475.61638964573,176934.84670650127,177166.04453209596,591907.9833271668,995536.3294131417,313843.10804720846,608587.4203493699,250959.9013353134,117024.12713347547,771226.6382646014,660283.165636033,52808.84343467427,74127.71904250173,87043.7665023622,77943.71098076977,83103.07137973455,63361.04475468112,73903.34887625636,75154.19344992444,41721.27416829439
273420.2033515012,258110.6521610033,289073.6191608785,240575.88920613122,293507.37326895166,186254.87884119875,295381.89778564044,179736.9004415396,178800.3435912977,138747.38511106395,112919.78043079487,471393.3623708396,686485.4474129804,659943.1017695727,147280.2346660333,166086.01731655613,42267.82129975657,102865.0258477382,307647.1746631075,89673.11657160369,72038.24222276479,82482.99392003147,44430.019448409075,63964.986968744495,67869.51997586728
530767.3488605227,414154.70618280745,401781.2361302846,243414.56060645427,251408.13726173644,156840.36651262816,336369.12441075686,150731.59223584662,188688.74736312794,184035.92442633767,150675.96389534045,125878.23571981155,161689.84703906238,189429.8293680533,954967.2124250395,89230.62973650644,84187.038939307,88086.10998188562,103737.4259136251,114876.7837223103,67111.96466884228,78274.53601959469,65212.8660373375,46419.96108384125,72233.36969346997
339939.88317765645,390775.16646699933,231962.5483667829,281230.91063776554,245488.27280937368,175648.40096245025,151126.24011755694,337849.2876030729,166317.2291303715,374860.5005771495,167314.95498206772,104889.04040090382,731837.1754188573,161461.53544325507,164623.27388332743,69406.6791280746,86116.50640727804,102509.14987397459,74501.0254927531,89149.69646921649,68970.85759029663,403252.01095692004,66177.52836815223,78096.02708594718,60595.00819515569
462103.21433854284,375033.7764629739,234988.5299056421,273042.7070936328,287317.42528116796,704833.0193110588,153389.0708107133,252871.876458132,209199.65598953562,945083.8709727405,152710.9680494712,160175.06273910025,200141.2308169037,230054.63937075573,188834.1397722612,82398.61954434964,89807.77592420386,85500.4523277871,90258.95936647731,66934.0285303526,70954.48464043652,84204.71953716029,33371.15002325979,308930.7578534854,31273.050262916986
267793.2453228652,404669.8122688674,374577.962947521,250265.25080542974,262926.5023182741,234643.75089183898,156385.65606748112,181383.72324915556,159367.5586124716,754238.972151003,122471.58251532093,146021.06132182258,737290.430328062,165498.9853657417,183055.04604191225,92646.9760647346,84534.76779863687,69231.96376488276,86706.85185657631,76206.63354226193,73259.49285930856,72514.23592662637,49270.605611199804,81144.96972492585,76072.4392068134
361349.4888776215,304341.8506971117,180283.2694764962,246548.88293483102,275479.10270639835,129940.87622525782,136611.3808010026,206953.66786211415,150680.12997296485,134991.77117330476,244174.68511310048,139001.01637828554,157419.95281100718,500000.0,164289.5238167835,152423.4764452026,169928.63934807508,96100.92743265047,71906.3556676722,82429.08529856785,752214.3554095577,74687.39242873712,71443.9174086474,46289.43172347109,95440.80310299233
234649.91486321614,482604.183572566,143046.7381877884,281053.37294624245,240663.94592944646,262627.5901763616,144534.40561423483,159019.17718533444,274178.55658154073,158385.37897806946,151369.38847773112,157456.5911947037,155216.55145992903,86986.6449367102,252196.05304536855,86910.83974334395,86685.12228383582,41880.64414099067,458470.3925118212,54576.146561433416,47149.87599704551,71700.2221494457,60110.670342758924,42018.433978796034,64524.50681537346
219516.26973834887,547724.4273226395,284772.7286537512,247933.6882070388,257019.90668265897,227460.77888715398,210679.00922342765,219040.897553075,234512.6377270926,336393.0154782432,175917.87320783266,594219.2270104428,74446.44441733012,126324.69406570289,781459.7595370273,146051.90054239647,820247.0636275156,87583.97779511227,478933.4547496552,78007.77758904926,54728.27256375261,59384.899984517535,295268.0930385445,42775.97989107268,70388.93897998019
298398.41819961346,293386.96697925846,165941.80154673365,293069.31713082595,160662.94896950538,322190.31224729074,313419.87309834844,167130.59774272592,500000.0,92780.89902481205,131590.26127080532,223850.33742522472,198553.86957085883,1102429.3598546274,89165.01936108316,150097.84650075762,176030.0102477546,65760.26548090689,641893.7723736094,90337.2992973918,41564.39298538436,63612.10179601239,754869.5868745622,37094.70769164537,62337.00166215902
268825.21369919693,288379.5518327333,456198.3051504187,214963.5087812934,368092.3294166511,500000.0,618259.1719787811,125944.18586505653,729824.2531615654,232535.4389273505,162884.86688829085,100666.54864162048,132092.51070207264,1163500.991745476,124532.91149574377,111863.5988733249,57722.79046140299,147461.53442586405,1008349.3198717615,246474.13289738045,42566.59036303275,73007.59710508218,93137.7193269969,66335.56990061796,311471.5344836422
676009.0412068728,184700.0316398601,394988.77821377467,253458.18616425863,271951.590389818,258065.24396679833,147943.93639253126,223266.52935490187,244646.1609350429,97352.50584504436,162764.13885145617,73629.10141796386,123237.02990934538,145940.70467942988,707164.3603120411,135840.84546855983,1135699.9115664929,92495.25507965864,72205.72099696597,75042.2638089162,76367.62531152955,75042.2638089162,48168.57328122384,173889.68984479952,41281.69874498198
351124.4837910897,297205.0311523473,657331.6523105882,253532.34990020905,140127.04063552566,500000.0,222511.8004458685,677542.0808795046,162870.94630946877,136563.06318294254,121636.33387059352,126452.13643075949,173164.74633677746,95126.55811341808,229848.6009048764,94203.65262886204,253893.69458665792,88024.85323104012,247727.65853987637,1020408.173379358,72038.24222276479,67217.38258861317,57354.65343956914,81365.87335383525,55167.67269279284
397369.15893925435,268759.6248436418,369805.96891929075,336382.4298769656,135583.40697507455,317795.43554826063,208386.2332508614,528253.4165731053,232506.352022179,186280.97650078373,147452.33326933903,159255.11012305153,139498.74101024593,165868.1614950174,259189.03773139793,167676.74167677804,90290.22011982006,66094.70792767536,82659.59743683672,82147.10703350278,113488.03722639353,53380.42996661407,72978.53799211125,500000.0,68122.00887273185
403409.68204811576,210484.94170184882,290535.26054585236,270723.6223100949,184483.71544403184,282730.8157152283,205175.69247643277,161813.11788822385,235175.27603554196,657235.6046899335,776313.9078449261,216259.1086334862,226913.14596352936,999294.9986578833,233460.386810232,160144.10552787414,45870.63531183791,76656.1897316456,89149.69646921649,57970.25445734825,87445.0885510438,774502.1886880986,55655.57339094847,95117.93257978748,80677.27179802262
309864.8534131751,328522.3157757725,303726.3252844112,264903.2201006226,174037.60739859985,233010.01506856192,656545.8018584978,274041.6529740788,159333.03292862506,175394.90939782764,161921.96719008696,70038.20344792816,709363.1132920502,500000.0,113635.75788339786,176030.0102477546,110834.70101138834,129725.66434841682,95324.2029898284,71107.49565794379,60030.90527029822,79289.3609666501,69525.28350772314,71661.24532884557,51948.218523707765
288059.7843432289,304268.0653597852,372211.3353630802,247784.77221893272,274016.3644844928,157504.6979213782,260993.78858923656,500000.0,86312.23762559093,220687.4141224433,108419.32924464685,177610.6643199877,101873.61608652325,398679.544531527,853683.9993178465,146931.21782901874,84475.50467321393,88786.80040688807,71780.22494368315,74459.62616768802,87725.77607250339,104637.18811525239,71833.0356490516,54383.54463253166,70880.65533411311
